ID,Keyword,Podcast Name,Episode Title,Audio URL
apple_492363a5,tâm lý học,Amateur Psychology - Tay mơ học đời bằng Tâm lý học,5 lầm tưởng về việc học tiến sĩ,https://anchor.fm/s/31c96068/podcast/play/117282536/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-2-21%2F420506046-44100-2-ecf9322d23293.mp3
apple_d10edf8a,tâm lý học,Amateur Psychology - Tay mơ học đời bằng Tâm lý học,"Kinh nghiệm tìm học bổng tiến sĩ ở UK: website, visa và nội dung chương trình PhD",https://anchor.fm/s/31c96068/podcast/play/116120128/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-1-27%2F418923778-44100-2-e6438ceab916c.mp3
apple_e4591e77,tâm lý học,Amateur Psychology - Tay mơ học đời bằng Tâm lý học,#100: Freedom - Bàn về tự do từ một người trẻ trong thế giới hiện đại,https://anchor.fm/s/31c96068/podcast/play/112958038/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-11-21%2F3e5f8f8f-97f0-2d4b-3c13-1d71c43be245.mp3
apple_e95f370d,tâm lý học,Amateur Psychology - Tay mơ học đời bằng Tâm lý học,#99: Fight in Love - Bàn về cách cãi nhau lành mạnh khi yêu,https://anchor.fm/s/31c96068/podcast/play/112541845/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-11-12%2Fef96962e-fdfc-5590-5a18-0d70ef508204.mp3
apple_c0102cc8,tâm lý học,Amateur Psychology - Tay mơ học đời bằng Tâm lý học,#98: Attachment - Mối gắn kết và cách chúng ta yêu,https://anchor.fm/s/31c96068/podcast/play/109880230/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-9-19%2F7d76b7cb-9e0a-5771-9408-80a05aeb0ff6.mp3
apple_38648268,tâm lý học,Tâm lý học và Tôi,Inside PsyMe - Tập 6 | Nhật Huy: Coi sở thích như nhạc cụ và tạo nên bản hòa âm của mình,https://anchor.fm/s/e6962bd4/podcast/play/117111754/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-2-18%2F777a017e-2a75-ca56-6806-afb97073d732.mp3
apple_5419e3d5,tâm lý học,Tâm lý học và Tôi,Inside PsyMe - Tập 5 | Thanh Vân: Học Tâm lý là hành trình hiểu mình thay vì chữa người,https://anchor.fm/s/e6962bd4/podcast/play/116119819/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-1-27%2F764ac597-a799-1b6d-5b7f-2ad8031ca5a0.mp3
apple_4fc24568,tâm lý học,Tâm lý học và Tôi,Điều tôi học được từ những đứa trẻ trưởng thành quá sớm | ĐTHĐ #5,https://anchor.fm/s/e6962bd4/podcast/play/115828718/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-1-21%2F16a06454-8e84-066f-4399-7aa19e67a9fc.mp3
apple_5b67451c,tâm lý học,Tâm lý học và Tôi,✈️ Đi Mỹ học Tiến sĩ Tâm lý - Chuyện của Khoa Lê | PsyAbroad - Tập 4 |,https://anchor.fm/s/e6962bd4/podcast/play/115828616/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-1-21%2F56237c96-0063-3401-e6e9-65c0ef57976f.mp3
apple_1fad521d,tâm lý học,Tâm lý học và Tôi,11. Tại sao mình loay hoay cả ngày mà chẳng xong việc vậy nhỉ? | PsyRead ,https://anchor.fm/s/e6962bd4/podcast/play/115828541/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-1-21%2Fa828767d-f55c-c6ba-3875-2c1f7c15e592.mp3
apple_6a1dacdf,tâm lý học,Tâm Lý Học Tội Phạm - Phác Họa Chân Dung Kẻ Phạm Tội,Tâm lí học tội phạm phần 6,https://anchor.fm/s/10627e938/podcast/play/104119356/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-5-14%2Fa8b0e4b8-51c1-2092-9c30-9284029050ca.mp3
apple_866acbd5,tâm lý học,Tâm Lý Học Tội Phạm - Phác Họa Chân Dung Kẻ Phạm Tội,Tâm lí học tội phạm phần 5,https://anchor.fm/s/10627e938/podcast/play/104119150/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-5-14%2Ff28bd016-d56c-03d1-2b56-188671de57cd.mp3
apple_88263b74,tâm lý học,Tâm Lý Học Tội Phạm - Phác Họa Chân Dung Kẻ Phạm Tội,Tâm lí học tội phạm phần 4,https://anchor.fm/s/10627e938/podcast/play/104119135/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-5-14%2Fa0897f6a-69d3-9023-bfe2-84506af01b7c.mp3
